CGPA,IQ,Communication,Programming,Internship,Projects,Attendance,Placement
5.3,138,6,10,1,2,67,1
6.08,102,9,1,0,2,63,0
8.37,121,7,8,0,1,60,1
7.35,89,4,4,3,2,97,1
8.06,133,6,9,2,6,78,1
6.23,105,1,6,2,0,60,1
8.92,139,4,2,1,4,71,1
6.05,95,9,4,2,2,64,1
6.02,134,7,3,2,2,90,1
7.77,115,3,3,1,4,86,1
8.15,89,10,7,0,3,93,1
5.51,119,3,1,3,4,63,1
5.16,132,3,10,0,6,88,1
6.22,112,5,3,0,2,75,1
6.51,88,4,6,0,2,68,1
8.69,123,1,8,3,0,98,1
5.5,90,7,1,2,3,77,1
8.84,84,2,8,3,1,76,1
7.52,80,4,7,2,2,84,1
7.43,106,4,8,3,3,61,1
7.78,94,8,5,2,6,60,1
6.46,86,10,7,2,4,81,1
8.06,120,6,5,1,1,71,1
5.36,113,3,7,3,5,72,1
9.57,117,9,9,2,0,87,1
7.45,90,4,4,2,5,85,1
9.79,109,7,1,2,5,81,1
7.16,116,7,9,2,6,88,1
5.22,92,2,8,0,1,62,0
7.0,93,2,2,2,0,96,1
5.01,102,9,10,3,1,95,1
7.16,107,4,1,3,6,83,1
6.83,129,3,5,1,1,71,1
5.07,107,9,1,0,1,98,1
5.59,84,9,6,3,2,83,1
6.49,90,4,9,0,0,90,1
6.37,125,5,7,1,4,65,1
7.38,88,8,4,1,3,84,1
8.45,131,4,4,0,5,65,1
5.5,113,9,10,2,6,73,1
5.61,133,2,8,1,0,76,1
7.34,90,3,1,0,5,95,1
5.8,118,7,9,3,5,72,1
5.55,105,8,4,3,1,74,1
9.98,92,10,7,3,6,90,1
5.88,83,9,3,2,0,88,1
7.72,134,1,2,0,3,67,1
9.83,111,8,4,3,0,91,1
9.62,116,4,3,0,4,79,1
7.98,88,1,9,0,3,97,1
6.67,121,9,9,1,3,98,1
6.98,137,3,6,1,5,64,1
7.31,116,3,10,0,6,81,1
5.21,113,1,2,0,6,73,0
8.33,98,4,6,1,5,73,1
8.92,120,2,10,0,3,63,1
9.97,101,3,4,0,4,92,1
6.2,81,6,5,1,4,76,1
6.08,96,3,1,1,1,66,0
5.61,96,5,8,2,0,72,1
9.95,138,10,2,3,0,80,1
7.5,130,3,1,1,4,65,1
9.97,138,7,5,2,1,85,1
9.99,107,3,7,1,3,79,1
5.59,82,7,9,2,0,97,1
8.71,120,2,6,0,2,80,1
8.67,97,7,4,2,5,75,1
9.65,127,7,8,1,0,87,1
8.68,137,9,4,0,2,76,1
9.16,117,8,7,0,1,73,1
8.95,119,1,5,1,6,66,1
8.73,125,7,7,1,1,70,1
8.96,121,1,4,0,4,76,1
5.7,125,2,2,2,5,82,1
6.63,122,9,10,0,2,99,1
7.1,106,7,1,2,0,64,1
8.54,139,9,7,3,6,98,1
6.68,83,2,4,2,0,85,1
7.25,124,1,3,2,6,92,1
5.64,97,7,3,0,2,61,0
7.73,108,3,10,0,6,63,1
5.12,122,4,5,2,0,96,1
7.13,136,10,4,2,1,81,1
5.66,109,10,9,0,4,75,1
9.62,132,6,8,3,3,63,1
5.93,103,2,9,3,4,83,1
5.75,135,10,8,1,5,77,1
7.74,121,8,5,3,3,69,1
6.8,98,2,2,1,2,80,0
6.85,131,7,5,3,2,67,1
6.78,109,6,5,3,0,60,1
6.93,129,4,9,2,3,75,1
5.15,140,2,10,2,6,68,1
6.07,130,5,10,3,2,63,1
5.07,98,9,9,0,6,88,1
5.68,110,3,2,1,4,69,0
7.33,137,2,2,0,4,83,1
7.44,87,5,7,0,2,63,1
5.21,117,2,4,1,0,66,0
9.09,101,2,10,1,4,72,1
6.54,124,9,2,1,4,90,1
5.04,98,5,5,3,1,79,1
9.81,118,1,2,0,1,75,1
6.25,107,1,7,1,3,72,1
9.35,130,9,7,2,4,79,1
5.98,84,6,2,3,0,67,1
7.7,128,1,2,2,2,88,1
5.2,98,6,4,1,1,77,1
8.51,99,9,5,1,5,75,1
8.81,132,5,9,2,6,78,1
5.91,98,7,8,1,5,78,1
9.73,118,7,1,3,2,91,1
7.85,101,10,9,3,4,65,1
8.04,105,1,2,0,4,72,1
7.49,138,6,8,0,5,92,1
8.75,112,10,2,3,2,64,1
9.67,108,8,8,0,0,100,1
8.8,124,3,1,3,6,78,1
5.96,127,4,4,0,0,88,1
9.83,82,5,8,0,5,63,1
9.42,87,3,8,2,1,67,1
9.49,117,6,4,2,3,71,1
9.59,114,3,2,2,3,77,1
8.41,127,6,9,2,0,84,1
8.23,139,8,6,2,5,62,1
5.24,87,8,8,0,6,73,1
5.97,112,8,8,2,1,97,1
8.43,101,6,10,1,0,70,1
9.43,120,4,8,2,2,82,1
7.92,135,2,9,2,5,73,1
7.54,81,9,3,3,4,91,1
8.65,111,9,7,1,3,98,1
9.22,124,3,8,0,0,87,1
8.19,82,6,2,1,2,92,1
9.11,114,6,5,2,4,94,1
6.66,85,1,3,0,2,80,0
7.3,124,3,8,1,6,77,1
7.92,94,7,5,1,6,88,1
5.27,121,3,9,3,5,63,1
5.83,138,8,8,2,1,72,1
6.25,101,7,7,1,3,81,1
7.88,138,4,9,1,4,99,1
6.28,99,8,3,0,2,78,1
8.16,115,7,1,3,4,91,1
5.83,132,10,5,2,6,89,1
9.9,137,2,9,0,1,86,1
9.24,90,3,2,2,1,81,1
8.64,80,6,4,0,6,100,1
5.88,92,8,1,0,6,99,1
9.86,89,6,1,0,0,62,1
6.71,86,5,5,3,1,60,1
5.95,104,3,4,1,5,77,1
6.97,98,7,7,3,2,64,1
5.94,130,9,2,3,3,100,1
6.22,110,5,8,3,2,69,1
7.34,133,3,5,3,4,73,1
5.67,123,8,5,2,3,74,1
9.2,85,2,4,0,5,70,1
5.61,117,8,5,1,3,75,1
5.35,131,10,6,1,1,90,1
8.24,120,2,9,3,0,94,1
8.07,93,9,4,1,0,84,1
9.35,122,6,10,3,2,94,1
8.8,92,8,3,3,6,91,1
6.07,105,3,9,3,2,80,1
5.17,108,9,1,3,5,67,1
5.16,100,3,2,1,4,88,0
6.09,131,4,3,3,0,83,1
6.89,105,1,10,0,0,67,1
9.17,113,6,5,3,5,69,1
9.57,95,4,1,0,2,69,1
6.44,87,7,8,1,6,98,1
8.08,108,9,6,0,4,96,1
5.04,104,9,9,1,1,84,1
8.8,84,7,8,0,0,64,1
7.61,135,8,5,2,2,91,1
6.87,91,6,5,2,0,85,1
9.78,90,5,10,2,0,83,1
7.51,82,8,4,0,1,65,1
9.82,98,1,9,1,2,87,1
8.23,107,8,3,2,6,88,1
8.18,135,7,7,2,6,99,1
7.1,119,10,1,1,4,81,1
5.82,125,3,5,0,4,73,1
6.95,88,3,2,1,3,79,1
9.51,124,4,9,0,6,83,1
8.32,106,5,7,2,0,85,1
9.56,122,4,10,1,5,75,1
6.63,122,6,9,0,6,67,1
8.18,112,1,5,0,5,66,1
5.8,105,3,4,1,4,87,1
5.79,92,2,1,1,4,74,0
8.62,105,1,3,3,1,60,1
7.05,117,7,9,2,2,95,1
9.52,130,5,1,3,6,93,1
9.54,116,9,7,1,0,85,1
5.86,123,3,5,0,1,87,1
8.57,109,5,6,2,3,63,1
5.77,90,10,5,0,1,86,1
7.88,98,6,6,2,0,78,1
9.75,82,4,2,2,0,95,1
9.56,93,6,3,2,6,79,1
5.43,105,10,8,3,0,60,1
7.61,136,10,4,3,5,97,1
7.38,94,1,8,0,2,96,1
8.01,123,5,6,1,2,82,1
8.45,115,9,3,2,6,68,1
6.1,87,10,6,3,3,68,1
9.1,88,8,3,2,3,73,1
5.95,118,1,8,0,2,83,1
7.64,82,6,6,1,3,68,1
9.45,81,2,10,2,2,98,1
8.68,124,8,6,2,0,97,1
9.55,125,4,10,2,3,68,1
5.45,128,4,7,2,2,91,1
6.16,124,7,2,2,0,93,1
9.4,109,8,4,2,2,64,1
8.29,113,3,8,2,4,92,1
7.25,95,7,8,1,2,99,1
9.39,135,9,2,3,1,60,1
8.79,107,9,7,1,4,94,1
6.64,84,1,1,1,2,73,0
9.73,117,7,10,1,4,100,1
8.55,99,10,8,2,1,73,1
7.27,94,9,4,1,5,76,1
9.47,108,6,9,2,5,87,1
6.29,89,10,4,1,4,77,1
6.19,91,3,7,0,4,84,1
6.2,127,8,5,3,2,81,1
8.36,97,10,4,2,5,91,1
8.18,103,3,1,0,0,71,0
5.05,122,3,9,3,4,89,1
7.35,91,3,8,1,4,79,1
5.79,139,1,1,2,6,77,1
8.03,88,3,5,1,4,74,1
8.18,118,3,8,3,5,64,1
5.95,125,2,6,1,5,88,1
9.66,100,9,8,1,5,63,1
9.27,98,1,8,0,4,68,1
5.52,115,6,5,0,0,79,1
6.18,86,2,7,0,2,61,0
6.44,121,8,3,1,4,78,1
6.36,88,9,10,2,3,84,1
7.37,110,5,3,0,1,79,1
5.95,93,3,3,0,1,68,0
7.05,133,7,3,2,3,84,1
8.55,112,6,7,3,6,60,1
6.06,93,7,5,1,5,88,1
6.02,100,1,9,2,0,86,1
5.55,127,3,3,2,0,91,1
7.92,126,9,8,1,0,100,1
8.53,101,6,7,3,0,90,1
5.44,80,5,10,0,1,91,1
6.7,131,1,4,2,1,84,1
7.98,111,7,2,0,3,64,1
5.65,97,7,7,1,3,70,1
8.91,89,8,7,2,2,74,1
6.69,97,9,7,1,0,96,1
5.08,99,6,2,2,0,62,1
7.26,102,1,9,1,1,87,1
6.45,91,7,7,0,5,79,1
8.2,139,2,8,3,6,81,1
5.42,129,2,5,0,5,91,1
6.14,93,2,3,3,0,62,1
5.33,83,7,1,2,6,82,1
6.55,129,6,10,0,3,62,1
6.14,127,4,4,2,4,71,1
6.94,94,3,4,0,4,99,1
5.66,90,3,5,3,6,72,1
5.12,111,3,1,3,6,61,1
5.57,114,9,1,0,3,98,1
7.13,112,4,3,3,2,99,1
6.02,128,9,4,1,0,94,1
6.61,133,7,8,3,2,89,1
8.83,87,3,9,0,2,86,1
8.55,138,8,2,3,3,91,1
7.54,124,9,2,3,4,95,1
6.68,91,5,10,1,6,95,1
7.19,117,8,10,0,2,81,1
7.13,80,7,9,2,2,94,1
8.56,121,7,5,1,4,84,1
9.38,136,3,4,3,4,80,1
8.15,139,7,5,3,2,63,1
7.51,101,6,7,3,5,97,1
6.02,127,5,8,0,1,77,1
7.85,93,6,9,2,0,94,1
8.18,132,2,9,2,2,83,1
8.14,86,9,9,2,4,75,1
7.01,124,1,7,3,4,97,1
7.68,134,6,4,3,2,86,1
7.45,105,7,10,2,3,79,1
5.45,129,1,4,2,5,89,1
5.5,92,8,7,3,3,88,1
5.61,102,9,2,2,1,98,1
7.9,136,9,6,3,2,86,1
9.7,84,4,2,0,3,69,1
6.98,105,8,4,3,5,67,1
7.5,123,7,9,1,2,78,1
8.89,92,4,10,1,6,74,1
5.03,126,1,4,1,0,91,1
9.7,85,2,9,0,6,67,1
6.39,102,3,9,3,5,62,1
9.24,84,7,3,2,6,91,1
6.13,93,4,10,1,2,82,1
7.66,85,3,10,3,2,66,1
7.7,124,7,1,3,6,61,1
7.03,89,3,3,1,0,62,0
8.64,103,5,10,1,4,82,1
5.68,92,1,10,0,2,78,1
9.99,104,3,6,2,5,87,1
8.34,104,10,7,0,0,91,1
6.63,119,3,9,1,3,62,1
8.26,116,3,9,1,0,65,1
7.63,100,3,6,1,3,77,1
6.78,131,6,6,3,3,66,1
8.15,108,7,9,3,3,95,1
9.03,122,6,2,1,2,86,1
9.23,87,10,7,0,5,66,1
7.56,113,2,4,1,5,90,1
7.08,90,9,4,3,6,69,1
7.51,111,8,3,3,3,90,1
7.48,126,9,10,1,5,89,1
5.23,90,3,9,3,5,89,1
7.38,115,5,3,3,4,93,1
6.09,134,9,3,0,6,76,1
9.91,98,4,3,0,3,69,1
8.33,90,9,1,3,6,91,1
9.86,112,7,4,1,1,64,1
5.56,124,5,9,0,1,94,1
8.69,107,5,5,1,2,64,1
7.63,123,7,4,2,5,95,1
9.45,94,4,1,2,5,60,1
5.14,103,8,3,1,6,85,1
9.78,95,4,7,3,0,97,1
5.1,129,4,8,0,5,80,1
9.54,84,6,10,1,2,93,1
7.69,127,6,9,0,3,99,1
9.66,82,7,9,0,6,97,1
8.45,122,3,1,0,5,87,1
6.44,82,10,6,0,0,85,1
7.35,118,10,1,3,5,62,1
9.48,120,6,8,2,5,97,1
5.14,129,3,2,2,1,75,0
6.34,127,4,3,3,6,90,1
8.23,113,5,1,2,2,79,1
7.7,129,5,10,2,6,83,1
7.2,139,6,10,2,0,65,1
6.34,93,6,5,2,3,73,1
7.11,128,3,9,1,4,86,1
9.99,122,3,6,2,5,88,1
5.13,103,6,4,3,5,65,1
7.82,95,7,5,3,6,84,1
6.23,104,2,7,1,0,97,1
9.63,137,3,8,0,5,83,1
8.37,135,7,5,0,2,74,1
5.41,87,10,4,1,1,62,1
5.62,107,9,10,2,6,64,1
9.87,118,1,1,0,4,76,1
6.33,102,3,8,2,1,67,1
8.74,99,10,7,1,2,80,1
9.97,122,3,10,3,2,76,1
5.76,137,5,6,3,3,82,1
7.7,104,8,2,2,3,71,1
9.15,82,5,4,1,4,99,1
6.59,121,1,2,1,6,80,1
7.09,132,1,5,0,4,75,1
8.04,97,7,1,3,5,76,1
6.57,108,9,10,0,3,68,1
5.43,130,9,10,1,4,73,1
5.36,131,5,3,2,5,64,1
7.37,128,2,2,3,5,78,1
9.49,87,10,3,2,3,64,1
6.47,118,4,10,2,0,91,1
6.08,106,6,8,0,6,85,1
7.06,85,6,6,0,3,74,1
8.33,138,9,1,2,4,90,1
5.3,82,6,4,0,6,81,1
8.25,119,5,5,2,4,69,1
5.62,112,1,1,0,4,79,0
5.78,112,6,4,2,3,70,1
6.46,115,8,2,2,2,79,1
8.83,135,4,6,2,0,75,1
5.33,106,3,5,3,5,85,1
6.49,117,5,6,2,4,62,1
9.4,83,1,1,1,0,98,1
5.74,114,10,8,1,3,82,1
8.55,97,7,7,1,5,83,1
5.79,114,8,1,3,5,69,1
7.49,113,5,6,3,3,94,1
9.24,130,8,3,2,4,82,1
5.45,97,1,8,0,4,69,1
7.36,137,8,4,2,6,66,1
9.98,108,7,5,0,3,88,1
7.96,82,5,4,0,3,67,1
9.56,92,7,2,2,5,85,1
7.07,81,1,6,0,2,83,1
7.77,130,7,3,2,5,86,1
7.94,90,5,2,2,6,70,1
5.04,95,8,6,0,5,97,1
9.69,131,4,6,3,3,73,1
7.93,99,9,2,0,4,74,1
8.22,114,1,6,3,2,60,1
6.26,81,2,10,3,2,74,1
6.21,94,2,6,1,5,80,1
8.97,138,7,7,3,1,70,1
6.36,133,7,8,0,1,61,1
6.48,131,9,6,1,2,96,1
8.29,121,7,10,1,1,98,1
5.22,129,7,9,1,5,93,1
9.04,95,9,2,3,5,69,1
7.15,110,2,10,0,0,70,1
5.17,89,1,4,3,1,67,0
6.47,102,8,3,3,2,72,1
7.8,119,4,7,2,2,67,1
9.62,99,5,10,3,1,95,1
5.74,113,10,6,0,4,83,1
9.97,140,1,2,2,1,63,1
7.57,128,1,10,1,4,77,1
8.32,118,9,9,2,2,94,1
5.76,102,8,6,2,6,73,1
6.13,110,8,6,0,4,70,1
5.81,123,2,4,2,6,84,1
6.91,97,5,5,2,6,75,1
8.37,137,4,6,2,5,60,1
6.49,99,6,7,0,6,100,1
8.6,99,3,3,2,5,69,1
5.22,137,8,10,2,3,63,1
6.64,88,4,4,1,1,62,1
5.26,109,10,5,0,6,62,1
7.25,128,10,8,2,3,95,1
8.8,85,5,10,0,2,87,1
9.48,90,3,10,0,0,63,1
8.72,84,8,3,1,3,90,1
7.2,83,7,10,1,2,91,1
8.16,81,4,5,0,1,79,1
6.59,106,1,9,1,3,83,1
6.12,118,6,9,1,2,100,1
5.39,121,2,2,3,0,85,1
6.91,122,5,2,2,4,97,1
7.45,138,7,5,0,0,96,1
7.1,118,9,6,2,3,100,1
5.07,122,3,3,0,5,92,0
7.15,102,7,10,2,5,63,1
6.96,91,8,3,3,4,70,1
7.76,80,10,8,0,5,79,1
9.31,85,7,3,2,6,85,1
7.96,133,7,6,2,3,93,1
9.62,102,4,8,3,3,87,1
7.67,104,6,7,1,2,89,1
5.58,135,7,7,3,4,75,1
5.75,101,1,5,0,2,72,0
6.93,96,4,3,1,5,92,1
6.97,127,4,1,1,4,80,1
7.22,93,8,1,3,6,61,1
8.08,103,4,8,0,4,84,1
7.96,125,3,4,1,3,96,1
9.54,140,2,2,0,5,84,1
5.08,127,2,6,1,3,79,1
8.65,88,5,1,0,0,91,1
5.09,81,6,6,3,3,77,1
6.41,138,3,9,3,6,67,1
8.7,96,8,5,3,5,74,1
8.92,121,3,7,3,5,78,1
8.61,113,10,7,3,4,80,1
7.09,120,7,8,1,3,88,1
9.01,93,7,3,1,5,92,1
5.61,103,4,9,2,1,70,1
5.64,84,4,4,3,5,96,1
6.37,130,10,5,2,1,94,1
5.68,119,10,8,2,5,76,1
6.56,131,9,3,3,0,87,1
5.92,96,7,9,3,2,86,1
5.63,83,4,1,1,0,88,0
6.16,140,6,2,1,3,88,1
8.61,86,5,10,1,0,68,1
6.21,122,3,3,2,3,63,1
7.14,120,2,5,0,1,91,1
6.07,82,5,6,2,6,62,1
5.56,92,6,2,3,4,99,1
5.87,139,3,6,0,4,87,1
9.87,97,7,7,2,4,78,1
5.65,101,1,10,0,3,82,1
9.07,109,10,6,0,2,91,1
9.03,96,8,6,1,2,79,1
6.59,97,2,4,1,5,91,1
5.06,106,2,1,3,6,92,1
6.76,99,5,10,2,4,84,1
8.89,127,7,2,0,1,92,1
5.44,102,1,7,0,0,66,0
9.32,140,4,4,2,1,79,1
6.21,127,5,7,2,1,69,1
9.94,134,10,10,0,1,89,1
8.2,140,1,10,2,6,61,1
5.96,91,9,7,1,1,86,1
7.07,116,7,9,2,6,71,1
9.04,112,10,6,1,3,66,1
8.64,138,5,2,0,0,75,1
6.24,109,5,7,1,1,88,1
8.9,128,6,9,1,5,62,1
9.69,137,6,6,1,1,85,1
6.73,106,6,9,3,6,89,1
7.51,129,1,5,0,3,92,1
7.5,94,9,2,0,5,67,1
9.67,99,10,1,2,2,87,1
8.6,91,1,5,3,2,77,1
8.49,91,9,2,1,0,67,1
7.51,135,7,7,3,4,60,1
7.75,136,6,3,0,5,62,1
6.19,119,8,5,0,0,71,1
7.26,135,3,10,1,5,98,1
5.01,125,8,5,3,4,83,1
5.25,101,5,2,0,4,84,0
9.79,94,6,1,0,4,68,1
6.27,88,9,3,2,1,86,1
5.78,126,5,9,0,5,80,1
8.83,105,6,7,3,6,100,1
8.05,108,6,5,2,6,88,1
8.39,129,3,2,1,6,70,1
7.39,81,8,5,2,2,87,1
9.59,95,5,7,1,5,84,1
9.74,92,6,5,3,0,75,1
6.11,125,9,9,2,4,78,1
5.55,126,2,7,3,6,89,1
6.88,116,1,4,3,2,61,1
6.24,95,9,9,2,4,91,1
7.14,103,8,5,0,6,70,1
8.57,140,2,6,2,2,82,1
7.4,117,5,7,1,6,61,1
9.65,132,1,4,3,2,99,1
8.39,110,7,5,2,5,99,1
7.83,116,4,1,0,6,84,1
5.65,121,6,6,2,2,62,1
6.98,131,3,4,3,4,80,1
8.58,91,8,5,3,5,95,1
5.4,126,6,9,2,2,74,1
6.7,95,6,8,0,3,82,1
5.66,89,4,1,3,4,68,1
5.21,91,9,1,1,5,90,1
6.71,92,10,6,3,4,60,1
6.15,118,9,6,1,5,66,1
6.6,99,9,5,0,1,62,1
6.58,127,3,6,2,5,89,1
7.35,130,6,4,1,3,80,1
9.1,103,10,8,2,6,60,1
6.2,88,2,5,3,1,86,1
6.87,84,6,2,2,4,74,1
7.96,104,9,3,3,4,63,1
9.06,82,1,5,2,1,76,1
7.16,102,2,7,3,5,60,1
9.83,106,1,2,1,1,83,1
9.98,115,5,9,2,2,87,1
5.91,111,10,7,3,1,88,1
6.32,87,2,10,2,2,77,1
7.26,119,7,7,0,5,74,1
9.23,127,8,5,3,1,94,1
9.16,135,8,10,0,3,81,1
6.78,125,6,7,1,2,70,1
7.78,88,6,6,0,4,64,1
6.18,138,4,10,2,5,76,1
8.31,133,8,2,3,6,69,1
6.34,92,2,7,1,4,85,1
7.7,134,10,1,3,1,94,1
6.71,117,4,3,2,4,91,1
5.86,80,9,7,3,1,71,1
6.81,106,9,1,1,4,99,1
5.43,104,9,3,2,4,100,1
8.85,114,3,8,3,5,85,1
8.42,111,8,5,2,3,100,1
7.56,128,2,1,2,2,96,1
8.95,127,4,1,1,6,83,1
5.6,95,4,6,0,0,62,0
7.52,107,4,3,0,5,79,1
5.95,140,9,9,2,6,96,1
6.53,110,10,2,3,4,83,1
9.01,129,5,4,0,0,65,1
9.63,99,6,8,1,0,62,1
9.81,111,10,1,1,4,85,1
5.31,112,1,9,1,3,63,1
7.58,110,5,10,0,5,70,1
6.04,118,2,2,1,0,83,1
8.57,96,10,7,0,3,88,1
6.11,80,2,7,1,3,83,1
8.46,81,3,3,1,3,62,1
9.43,102,9,1,3,0,95,1
7.58,93,4,2,1,3,92,1
8.65,118,2,10,3,2,84,1
8.08,120,6,8,3,4,84,1
7.94,130,7,10,0,4,75,1
8.29,120,1,5,1,4,87,1
7.61,135,1,8,2,3,94,1
6.36,119,2,7,0,2,66,1
5.4,110,4,8,1,6,64,1
6.93,108,5,5,0,1,69,1
9.18,137,10,5,2,1,96,1
6.47,97,6,7,3,4,65,1
9.21,130,4,8,3,6,95,1
9.53,132,1,7,1,6,66,1
8.63,89,4,4,1,1,97,1
9.73,95,7,4,2,6,97,1
9.77,125,7,3,2,4,95,1
8.25,119,7,10,3,3,71,1
9.15,125,5,1,3,2,90,1
9.99,99,7,3,2,0,93,1
8.04,102,6,2,2,0,97,1
5.52,120,10,1,0,1,95,1
5.79,119,1,10,1,6,92,1
8.02,137,4,5,3,3,83,1
5.16,105,9,4,0,1,98,1
8.63,82,6,10,3,2,89,1
5.65,129,9,1,1,2,60,1
8.68,100,9,8,1,2,63,1
7.88,121,1,2,2,5,80,1
7.86,132,1,5,1,4,77,1
7.86,83,7,3,3,4,72,1
5.55,116,3,10,0,2,85,1
5.08,94,5,1,3,5,96,1
5.14,105,10,5,2,5,69,1
7.98,86,4,7,3,4,87,1
7.88,86,9,8,3,4,68,1
7.07,112,1,1,0,0,95,0
5.18,87,2,5,0,1,65,0
8.25,120,3,1,1,6,60,1
5.31,135,1,10,0,2,83,1
6.01,140,3,8,1,5,83,1
5.02,120,9,6,0,0,99,1
8.69,132,5,2,1,5,100,1
7.95,119,10,5,3,1,93,1
8.08,114,2,1,1,2,79,1
9.64,108,8,1,3,2,61,1
8.57,89,3,2,3,4,95,1
8.87,126,10,3,0,6,60,1
6.58,115,5,1,2,6,86,1
5.44,85,6,2,3,2,68,1
6.07,97,5,4,2,6,65,1
7.85,140,5,8,0,6,64,1
6.18,115,4,8,2,4,92,1
8.91,136,9,6,2,0,94,1
8.59,110,7,4,3,4,83,1
9.77,116,10,5,0,5,79,1
6.91,100,8,9,0,5,64,1
7.92,136,7,8,0,6,65,1
5.4,139,9,6,3,2,89,1
8.27,96,1,8,2,2,71,1
6.72,129,9,8,1,0,93,1
9.4,122,4,10,0,5,96,1
8.87,137,9,3,1,1,75,1
8.31,103,1,2,2,4,60,1
6.85,95,10,8,0,3,84,1
5.58,123,1,1,0,6,65,0
8.44,134,5,8,3,6,80,1
7.74,129,6,3,3,2,61,1
6.41,95,5,10,1,2,80,1
7.02,123,10,9,3,0,100,1
9.49,125,9,7,1,3,60,1
6.71,102,2,5,1,5,90,1
5.79,127,10,4,2,5,100,1
8.19,88,10,10,2,1,72,1
9.63,117,10,7,0,2,61,1
9.82,105,3,9,0,6,96,1
9.62,112,8,7,2,4,80,1
7.17,139,10,6,3,3,62,1
9.77,118,8,9,1,1,63,1
5.01,117,1,3,0,0,92,0
9.43,109,2,7,0,1,95,1
7.4,112,8,7,1,0,94,1
7.39,134,3,10,0,5,68,1
6.53,81,5,6,1,0,78,1
8.4,90,3,9,2,5,71,1
5.84,94,2,3,3,4,86,1
9.48,112,4,7,1,2,80,1
7.99,117,4,7,1,1,87,1
8.18,119,7,4,2,5,83,1
7.08,135,2,9,0,0,76,1
8.55,116,9,6,2,5,81,1
9.16,120,4,8,2,4,88,1
5.01,109,2,7,2,4,83,1
7.01,96,1,6,2,5,82,1
9.68,90,10,7,0,6,77,1
9.91,86,10,2,3,1,66,1
8.7,98,3,10,2,6,100,1
7.77,117,2,7,2,6,75,1
6.87,130,9,8,2,3,85,1
5.26,120,1,1,3,3,65,1
9.53,98,10,10,1,5,94,1
6.02,105,4,2,1,0,84,1
5.55,84,9,2,3,5,96,1
9.24,138,9,6,1,5,94,1
7.41,119,7,7,1,4,89,1
6.42,89,3,4,1,2,82,1
8.32,99,10,6,0,1,73,1
8.84,94,9,7,2,2,80,1
5.28,117,4,4,2,1,72,1
9.51,115,8,7,1,0,88,1
8.92,107,8,5,0,4,80,1
6.25,87,7,1,2,5,73,1
5.01,109,3,9,1,0,87,1
9.93,94,2,6,2,1,81,1
5.76,130,9,5,1,5,67,1
9.58,111,4,7,2,4,63,1
6.16,100,2,4,1,0,75,1
6.05,103,2,5,0,4,66,0
8.14,138,3,5,1,1,70,1
7.0,126,2,4,3,1,75,1
6.33,116,6,10,1,4,94,1
8.73,113,8,6,2,0,81,1
5.87,138,1,7,0,6,83,1
8.22,114,6,6,2,3,83,1
7.64,137,2,5,1,1,72,1
7.67,133,1,7,1,2,93,1
6.07,132,7,5,1,1,80,1
6.85,123,1,6,3,4,73,1
9.76,108,8,7,2,1,72,1
7.95,124,7,5,1,2,69,1
7.55,108,2,10,2,5,71,1
8.56,87,6,4,2,1,71,1
9.84,113,10,5,3,1,75,1
5.87,108,1,5,1,1,74,1
7.02,97,10,4,0,6,82,1
5.56,88,8,4,1,0,68,1
9.91,125,3,5,2,4,94,1
9.97,84,7,8,2,1,60,1
8.43,134,10,4,1,3,85,1
5.97,86,9,9,1,4,98,1
7.29,121,5,9,2,2,88,1
5.91,140,8,2,0,6,87,1
7.61,93,5,3,2,4,99,1
7.65,119,6,9,0,2,74,1
5.55,114,2,1,3,2,77,1
5.41,104,6,7,1,6,100,1
6.3,140,10,2,2,6,86,1
7.69,117,3,6,3,6,73,1
8.58,82,1,3,0,1,67,0
5.69,126,5,8,0,4,60,1
5.21,85,1,8,0,2,84,1
9.54,127,5,3,3,3,65,1
9.0,118,3,10,1,0,98,1
8.44,137,3,2,2,5,79,1
5.45,114,3,4,3,4,82,1
7.4,108,1,3,0,5,91,1
9.58,87,4,8,0,5,93,1
7.06,102,7,2,0,1,85,1
9.83,112,1,8,1,2,98,1
7.44,121,10,9,1,1,88,1
7.6,84,1,9,3,0,77,1
5.48,117,6,2,3,1,60,1
7.23,111,4,7,0,4,60,1
6.32,127,9,1,3,4,77,1
6.69,133,6,5,3,5,61,1
5.35,94,1,3,1,2,90,1
5.57,124,4,8,2,5,76,1
7.03,118,9,1,1,2,94,1
5.25,131,9,3,2,3,95,1
8.15,140,6,8,1,1,86,1
6.68,127,2,7,3,5,82,1
8.46,105,9,3,0,6,73,1
7.03,114,7,1,3,0,99,1
5.93,85,10,6,0,6,85,1
8.41,113,7,2,2,4,81,1
5.43,86,3,1,3,4,64,0
8.39,84,6,7,2,1,62,1
5.54,83,10,4,3,1,81,1
7.92,120,3,10,0,1,83,1
5.89,137,3,4,1,6,60,1
6.46,127,8,10,1,6,80,1
8.08,121,2,9,3,1,90,1
8.66,136,1,8,2,2,72,1
6.75,90,4,8,3,0,74,1
5.43,109,10,7,2,1,76,1
8.26,120,7,7,2,3,70,1
5.86,114,4,8,3,5,99,1
5.28,94,4,7,1,1,69,1
5.76,115,1,2,1,6,93,1
9.2,81,3,3,2,5,68,1
7.56,99,9,7,3,5,72,1
8.08,119,8,1,0,5,78,1
